,作答ID,用户ID,用户名,开始时间,结束时间,作答时长(秒),作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,随机元素,请选择你的性别,学校以及学院,年级,选择你所在家乡城市,您大学期间是否进行过兼职（包括实习）（）？,您对兼职的态度：,据您观察，兼职的学生学业受影响的程度如何？,是否考虑过找一份兼职？,您认为寻找兼职的困难可能有-兼职信息太少??,您认为寻找兼职的困难可能有-中介机构收费太高,您认为寻找兼职的困难可能有-担心受骗,您认为寻找兼职的困难可能有-选项难以找到心仪的兼职岗位,您认为寻找兼职的困难可能有-其他,您倾向于哪些类型的兼职？-工资高的兼职,您倾向于哪些类型的兼职？-与专业贴近的兼职,您倾向于哪些类型的兼职？-锻炼个人能力的兼职,您倾向于哪些类型的兼职？-自由度高的兼职,您倾向于哪些类型的兼职？-其他,您倾向于何时兼职?,您预期的兼职月薪是？,您未选择去兼职的原因是？-以学业为重,您未选择去兼职的原因是？-没有时间精力,您未选择去兼职的原因是？-有明确的人生规划,您未选择去兼职的原因是？-认为兼职没有意义，得不到锻炼,您未选择去兼职的原因是？-不了解或不感兴趣,您从事过几份兼职？,您曾从事的兼职的类型是-家教,您曾从事的兼职的类型是-校内助教,您曾从事的兼职的类型是-服务行业（含：餐厅、书店等实体店工作）,您曾从事的兼职的类型是-推销代理,您曾从事的兼职的类型是-企业实习?,您曾从事的兼职的类型是-体力劳动,您曾从事的兼职的类型是-其他兼职,您兼职的主要目的-赚取收入,您兼职的主要目的-锻炼能力,您兼职的主要目的-积累工作经验，为就业做准备,您兼职的主要目的-满足个人爱好（旅行、游戏、恋爱等,您兼职的主要目的-充实业余时间?????,您兼职的主要目的-其他,您获得兼职信息的途径：-线下海报或广告,您获得兼职信息的途径：-专门中介机构,您获得兼职信息的途径：-老师或同学介绍,您获得兼职信息的途径：-网络信息?,您获得兼职信息的途径：-主动向招聘方询问,您获得兼职信息的途径：-其他,您倾向于何时兼职?.1,您当时的兼职月薪是？,本题检测是否认真作答，你如何看待大学生就业形势,您有过哪些被骗经历-网络兼职陷阱（刷单、打字、APP试玩点赞等）,您有过哪些被骗经历-中介坑骗,您有过哪些被骗经历-虚假招聘信息,您有过哪些被骗经历-拖欠工资,您有过哪些被骗经历-其他方式被骗,您有过哪些被骗经历-无被骗经历,您受骗后采取的措施是什么,通过兼职您有哪些收获-专业水平,通过兼职您有哪些收获-常用技能,通过兼职您有哪些收获-沟通交流,通过兼职您有哪些收获-人情世故,通过兼职您有哪些收获-忍耐毅力,通过兼职您有哪些收获-职场经验,通过兼职您有哪些收获-其他收获,您的父母对于兼职的态度是什么样的？,校内与校外兼职，您倾向于哪个？,您在寻找校内兼职过程中遇到的困难有？-校内兼职机会少,您在寻找校内兼职过程中遇到的困难有？-校内兼职信息闭塞,您在寻找校内兼职过程中遇到的困难有？-校内兼职报酬低,您在寻找校内兼职过程中遇到的困难有？-没有心仪的兼职岗位,您在寻找校内兼职过程中遇到的困难有？-其他,校园内服务性兼职和科研或助教岗位您倾向于哪一个,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职机会少,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职信息闭塞,11.3您在寻找校外兼职过程中遇到的困难有？-校外兼职报酬低,11.3您在寻找校外兼职过程中遇到的困难有？-没有心仪的兼职岗位,11.3您在寻找校外兼职过程中遇到的困难有？-距离、时间等原因,11.3您在寻找校外兼职过程中遇到的困难有？-其他,校园外兼职岗位您倾向于哪一个,是否进行过或者准备进行企业实习？,您获取实习招聘信息的主要途径？（选1?3个）-学校推荐,您获取实习招聘信息的主要途径？（选1?3个）-自己找中介,您获取实习招聘信息的主要途径？（选1?3个）-学姐学长内推,您获取实习招聘信息的主要途径？（选1?3个）-教育机构内推,您获取实习招聘信息的主要途径？（选1?3个）-自己关注企业招聘信息,您获取实习招聘信息的主要途径？（选1?3个）-其他,您的实习时间是多久呢？,对于实习选择来讲，什么是您最看重的呢？,您实习的地点在？,您做实习工作与您的专业相关性是？,您认为您的实习的时间一般多久为宜呢？,对于实习来讲，什么是您相对看重的呢？？,您实习的地点更看重什么呢？,您希望您的实习工作与您的专业相关性是？,您觉得兼职对学业的影响程度是？,经历过兼职之后您对兼职的态度是？,您认为在您从事兼职的过程中受到的待遇是否公平？,您遇到过哪些不公平现象？-分配不均,您遇到过哪些不公平现象？-专业质疑,您遇到过哪些不公平现象？-抢功背锅,您遇到过哪些不公平现象？-加班压榨,您遇到过哪些不公平现象？-刁难排挤???,您遇到过哪些不公平现象？-其他不公平现象,您遇到的兼职单位对大学生有些哪要求-性别要求,您遇到的兼职单位对大学生有些哪要求-专业要求,您遇到的兼职单位对大学生有些哪要求-技能要求?,您遇到的兼职单位对大学生有些哪要求-院校要求,您遇到的兼职单位对大学生有些哪要求-地区要求,您遇到的兼职单位对大学生有些哪要求-民族要求,您遇到的兼职单位对大学生有些哪要求-外貌要求,您遇到的兼职单位对大学生有些哪要求-其他要求,您认为兼职对以后的职业选择是否有帮助？,兼职后，对于以后职业选择的方向是,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供很多兼职信息??,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-设立了专门机构，规范校内外兼职招聘市场?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮助学生维护合法权益?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-提供许多校内的兼职岗位,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-帮忙联系实习单位?,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-不了解,您认为您所在学校针对学生兼职问题 在以下哪些方面做的比较好？-其他,在您看来，您的大学着重培养学生哪些方面的能力？-逻辑思维,在您看来，您的大学着重培养学生哪些方面的能力？-提升眼界,在您看来，您的大学着重培养学生哪些方面的能力？-专业知识,在您看来，您的大学着重培养学生哪些方面的能力？-专业技能应用,在您看来，您的大学着重培养学生哪些方面的能力？-德智体美劳全面发展,在您看来，您的大学着重培养学生哪些方面的能力？-其他能力,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业理论扎实,在您看来，招聘单位通常更青睐具备哪些特点的人才？-专业技能丰富,在您看来，招聘单位通常更青睐具备哪些特点的人才？-涉猎专业多元,在您看来，招聘单位通常更青睐具备哪些特点的人才？-较强的应变能力,您对未来工作的期望：
14,M1KAx8QL,KLORpAd7,**酱,2022-2-17 20:09,2022-2-17 20:13,252,1,NriUJr,大学生兼职调查,39.174.133.230,120.088099,30.297536,浙江省,2,MOBILE,Android,weixin,360px*800px,,女,1,8,山东省，青岛市,是,,,,,,,,,,,,,,,,,,,,,3,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,周末,501-1000元,非常不满意,1,0,0,0,0,0,向相关部门投诉,1,1,1,1,1,0,0,1,校内,0,1,1,0,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,0,1,0,1,0,一到二个月,与专业的相关性,其他城市,密切密切,,,,,5,5,存在较少不公平现象,,,,,,,1,1,1,1,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
15,Lm9qAzKL,Bep9mzZM,cdm****bp07F,2022-2-17 20:09,2022-2-17 20:12,169,1,NriUJr,大学生兼职调查,36.161.111.76,117.154309,31.800186,安徽省,3,MOBILE,Android,weixin,400px*889px,,女,1,3,安徽省，合肥市,是,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,1,1,0,0,0,1,0,1,校外,,,,,,,0,1,0,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,1,0,1,0,1,0,一到二个月,与专业的相关性,一线城市,密切密切,,,,,4,4,公平,,,,,,,1,1,1,1,1,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,有归属感和社交（单位氛围暖心，与同事关系融洽）
16,Mx2zW4mL,G7XDWb57,cdm****63TO1,2022-2-17 20:05,2022-2-17 20:10,281,1,NriUJr,大学生兼职调查,183.31.44.188,113.93105,23.12738,广东省,3,COMPUTER,Windows,Chrome,1536px*864px,,男,3,2,广东省，惠州市,是,,,,,,,,,,,,,,,,,,,,,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,周末,3001?5000元,非常不满意,0,0,0,0,0,1,,0,0,0,1,1,0,0,1,校内,1,1,1,0,0,校内服务型兼职（餐厅兼职、校园推广等）,,,,,,,,暂时没有打算,,,,,,,,,,,,,,,5,5,公平,,,,,,,0,1,1,0,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
17,M6BPbvRM,xLVv4gZL,L*L*,2022-2-17 20:04,2022-2-17 20:09,289,1,NriUJr,大学生兼职调查,113.77.45.169,113.871117,23.111558,广东省,2,MOBILE,Android,weixin,393px*851px,,女,3,3,广东省，东莞市,是,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,工作日,501-1000元,非常不满意,0,0,0,0,0,1,,1,0,0,1,1,1,0,1,校内,1,0,1,1,0,助教、科研、实验室助手等?,,,,,,,,暂时没有打算,,,,,,,,,,,,,,,4,4,存在较多不公平现象,1,0,0,1,0,0,0,1,1,0,0,0,0,0,有一点帮助,正式职业希望继续从事兼职做过的职业,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
18,e4BApO67,kMrmmEpe,摘**月光,2022-2-17 20:05,2022-2-17 20:08,170,1,NriUJr,大学生兼职调查,221.223.198.214,116.33621,39.88926,北京市,1,COMPUTER,Windows,Chrome,1334px*889px,,女,2,5,北京市，市辖区,是,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,1,0,1,0,0,1,0,1,校外,,,,,,,0,1,1,0,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,1,0,1,0,1,0,二到四个月,公司层次和品牌形象,一线城市,密切密切,,,,,5,5,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
19,M28AvlkL,G7XogJjM,逸清***ngyat,2022-2-17 20:03,2022-2-17 20:08,323,1,NriUJr,大学生兼职调查,223.97.134.205,120.50161,37.64374,山东省,3,COMPUTER,Windows,Chrome,1366px*768px,,男,1,3,山东省，青岛市,是,,,,,,,,,,,,,,,,,,,,,3,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,0,0,0,0,1,0,0,1,校外,,,,,,,0,0,1,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,1,0,1,0,1,0,一个月,实习条件和薪资待遇,学校所在城市,较多联系,,,,,5,6,存在较少不公平现象,,,,,,,0,1,1,0,1,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,受到尊重（工作体面有尊严
20,Lm9qAagL,0eyodBb7,cdm****TiIY4,2022-2-17 19:59,2022-2-17 20:04,329,1,NriUJr,大学生兼职调查,223.104.69.155,114.438089,23.032404,广东省,3,MOBILE,Android,weixin,360px*803px,,女,3,3,广东省，肇庆市,是,,,,,,,,,,,,,,,,,,,,,3,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,周末,501-1000元,非常不满意,0,0,0,1,0,0,忍气吞声，自认倒霉,0,1,1,1,1,1,0,1,校外,,,,,,,0,0,1,0,0,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,二到四个月,实习条件和薪资待遇,家乡城市,较多联系,6,5,存在较少不公平现象,,,,,,,1,1,1,0,0,0,0,0,有一点帮助,正式职业之外可以继续保持该兼职,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
22,M28Av6DL,kM1JVry7,谢*乐,2022-2-17 19:57,2022-2-17 20:01,241,1,NriUJr,大学生兼职调查,119.4.252.94,104.063355,30.669971,四川省,2,MOBILE,iOS,Apple WebKit,375px*812px,,男,1,3,陕西省，西安市,是,,,,,,,,,,,,,,,,,,,,,6,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,寒暑假,5000元以上,非常不满意,0,1,0,0,0,0,诉诸法律,1,1,1,1,1,1,0,1,校外,,,,,,,0,0,1,1,0,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,1,0,0,0,1,0,大于六个月,可以留用,一线城市,密切密切,,,,,7,7,存在较少不公平现象,,,,,,,1,1,1,0,0,1,1,0,很有帮助,正式职业希望继续从事兼职做过的职业,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,满足安全需要（工作稳定，很少有焦虑）
23,Mr5nW0Ye,aMgO0wwM,cdm****IMTlD,2022-2-17 19:51,2022-2-17 19:54,174,1,NriUJr,大学生兼职调查,117.80.221.175,120.6068088,31.1872031,江苏省,2,MOBILE,iOS,weixin,414px*896px,,女,1,2,江苏省，苏州市,是,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,寒暑假,500元及以下,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,1,1,1,0,0,0,0,1,校内,1,1,0,0,0,助教、科研、实验室助手等?,,,,,,,,准备进行,,,,,,,,,,,一到二个月,与专业的相关性,一线城市,密切密切,5,6,公平,,,,,,,0,1,0,0,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
26,eyPbWaBL,leNOP9rM,cdm****Oufai,2022-2-17 19:37,2022-2-17 19:40,197,1,NriUJr,大学生兼职调查,111.14.125.128,117.160127,37.311833,山东省,3,MOBILE,iOS,Apple WebKit,375px*667px,,女,2,1,山东省，济南市,是,,,,,,,,,,,,,,,,,,,,,3,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,寒暑假,1001?2000元,非常不满意,1,0,0,0,0,0,向相关部门投诉,1,0,1,1,0,1,0,1,校外,,,,,,,1,1,1,0,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,二到四个月,实习条件和薪资待遇,家乡城市,较多联系,3,6,存在较少不公平现象,,,,,,,0,0,1,1,0,0,0,0,有一点帮助,正式职业不会选择少数做过的兼职,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,有归属感和社交（单位氛围暖心，与同事关系融洽）
27,MRD6Zn1L,z7l81g57,cdm****jmSdj,2022-2-17 18:12,2022-2-17 18:16,209,1,NriUJr,大学生兼职调查,124.238.15.114,116.18729,38.192619,河北省,4,MOBILE,Android,weixin,360px*800px,,女,3,2,河北省，沧州市,是,,,,,,,,,,,,,,,,,,,,,10,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,节假日,1001?2000元,非常不满意,0,0,0,0,0,1,,0,1,1,1,1,0,0,1,校外,,,,,,,1,1,1,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,一线城市,密切密切,4,7,存在较少不公平现象,,,,,,,1,0,1,1,1,0,1,0,有一点帮助,正式职业不会选择少数做过的兼职,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,满足自我实现需要（激发潜能，实现自己的价值）
28,e8YAoQrM,kMrJYr5M,F*an,2022-2-17 18:08,2022-2-17 18:12,252,1,NriUJr,大学生兼职调查,112.38.136.171,118.014894,36.783147,山东省,4,MOBILE,Android,Chrome,393px*873px,,男,3,3,山东省，淄博市,是,,,,,,,,,,,,,,,,,,,,,6,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,寒暑假,3001?5000元,非常不满意,0,0,0,0,0,1,,1,0,1,0,1,1,0,1,校内,1,1,1,1,0,助教、科研、实验室助手等?,,,,,,,,暂时没有打算,,,,,,,,,,,,,,,5,6,存在较少不公平现象,,,,,,,0,1,1,0,0,0,0,1,很有帮助,正式职业不会选择少数做过的兼职,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
29,MRD6jwQL,J7qpDpqM,cdm****H5E5i,2022-2-17 17:47,2022-2-17 17:49,167,1,NriUJr,大学生兼职调查,101.16.70.20,114.276533,37.634386,河北省,3,MOBILE,Android,Chrome,384px*854px,,女,2,2,河北省，石家庄市,是,,,,,,,,,,,,,,,,,,,,,3,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,寒暑假,501-1000元,非常不满意,1,1,0,0,0,0,忍气吞声，自认倒霉,0,1,1,1,1,0,0,0,校外,,,,,,,1,1,0,0,1,0,时间短暂来钱快上手快的兼职,暂时没有打算,,,,,,,,,,,,,,,5,4,公平,,,,,,,1,1,0,1,1,0,1,0,有一点帮助,正式职业之外可以继续保持该兼职,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
30,7AxO3wzM,o7jV0Eo7,cdm****V8S5w,2022-2-17 17:41,2022-2-17 17:46,315,1,NriUJr,大学生兼职调查,116.135.40.103,111.774077,37.252959,山西省,6,MOBILE,Android,weixin,360px*771px,,男,2,4,山西省，吕梁市,是,,,,,,,,,,,,,,,,,,,,,3,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,寒暑假,1001?2000元,非常不满意,0,0,1,0,0,0,忍气吞声，自认倒霉,0,0,1,1,0,1,0,1,校外,,,,,,,1,1,1,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,进行过,0,1,0,0,1,0,一到二个月,与专业的相关性,其他城市,密切密切,,,,,6,6,存在较少不公平现象,,,,,,,1,0,1,0,0,0,0,0,很有帮助,正式职业希望继续从事兼职做过的职业,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,受到尊重（工作体面有尊严
31,Mx2zXBlL,me3G4JRe,cdm****Go01y,2022-2-17 17:41,2022-2-17 17:46,331,1,NriUJr,大学生兼职调查,112.192.140.120,105.45945,32.032897,四川省,6,MOBILE,Android,weixin,360px*780px,,男,1,3,四川省，广元市,是,,,,,,,,,,,,,,,,,,,,,6,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,寒暑假,3001?5000元,非常不满意,0,0,0,0,0,1,,0,0,1,1,1,0,0,1,校外,,,,,,,1,0,0,1,1,0,时间短暂来钱快上手快的兼职,进行过,1,0,1,0,1,0,大于六个月,公司层次和品牌形象,一线城市,密切密切,,,,,5,5,存在较少不公平现象,,,,,,,1,0,0,0,0,0,1,0,很有帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,有归属感和社交（单位氛围暖心，与同事关系融洽）
32,M1KAza2L,z7AVlpDL,cdm****J8x27,2022-2-17 17:42,2022-2-17 17:45,199,1,NriUJr,大学生兼职调查,117.136.82.207,106.053659,30.740444,四川省,5,MOBILE,Android,weixin,393px*830px,,女,3,3,四川省，南充市,是,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,周末,500元及以下,非常不满意,0,0,0,0,0,1,,0,0,0,1,1,0,0,1,校外,,,,,,,1,1,0,0,1,0,时间短暂来钱快上手快的兼职,暂时没有打算,,,,,,,,,,,,,,,5,6,存在较多不公平现象,1,0,0,1,0,0,1,0,1,1,1,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,满足安全需要（工作稳定，很少有焦虑）
33,LVJrOXmL,yevlNbN7,P**to,2022-2-17 17:42,2022-2-17 17:45,182,1,NriUJr,大学生兼职调查,117.174.157.239,105.718315,28.931491,四川省,5,MOBILE,Android,Chrome,360px*800px,,女,1,1,四川省，泸州市,是,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,周末,500元及以下,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,0,0,0,0,1,1,0,-1,校内,1,1,1,0,0,校内服务型兼职（餐厅兼职、校园推广等）,,,,,,,,暂时没有打算,,,,,,,,,,,,,,,4,6,存在较少不公平现象,,,,,,,0,0,1,0,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,满足安全需要（工作稳定，很少有焦虑）
34,LGBAk6p7,27a6oAwL,cdm****HlFrm,2022-2-17 17:09,2022-2-17 17:14,324,1,NriUJr,大学生兼职调查,223.88.70.158,113.657206,34.52131,河南省,2,MOBILE,Android,weixin,393px*851px,,女,3,4,河南省，周口市,是,,,,,,,,,,,,,,,,,,,,,3,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,周末,501-1000元,非常不满意,0,0,0,0,0,1,,1,0,1,0,1,0,0,1,校内,1,0,1,0,0,助教、科研、实验室助手等?,,,,,,,,进行过,1,0,0,0,1,0,四到六个月,与专业的相关性,学校所在城市,密切密切,,,,,7,7,存在较少不公平现象,,,,,,,1,1,1,0,0,0,0,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,满足基本生活需要（满足日常基本的衣食住行和睡眠）
35,MRD6jJ1L,37KXlXnL,Ar***is,2022-2-17 16:57,2022-2-17 17:10,788,1,NriUJr,大学生兼职调查,221.224.58.150,120.68713,31.8077,江苏省,2,COMPUTER,Windows,Chrome,1920px*1080px,,女,2,4,江苏省，苏州市,是,,,,,,,,,,,,,,,,,,,,,3,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,工作日,1001?2000元,非常不满意,1,0,0,0,0,0,忍气吞声，自认倒霉,0,0,1,1,1,0,0,1,校外,,,,,,,0,0,0,0,1,1,时间短暂来钱快上手快的兼职,进行过,0,0,1,0,1,0,一到二个月,可以给出实习证明即可,学校所在城市,较多联系,,,,,4,5,存在较少不公平现象,,,,,,,1,1,1,1,1,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,满足自我实现需要（激发潜能，实现自己的价值）
37,ekqyZOb7,0ey4YvEL,cdm****6WtYM,2022-2-17 16:33,2022-2-17 16:39,358,1,NriUJr,大学生兼职调查,124.72.120.89,118.529824,24.610627,福建省,3,COMPUTER,Windows,Chrome,1536px*864px,,女,1,2,福建省，泉州市,是,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,寒暑假,2001-3000 元,非常不满意,0,0,0,0,0,1,,0,0,1,0,1,0,0,1,校外,,,,,,,1,1,1,0,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,家乡城市,密切密切,6,6,存在较少不公平现象,,,,,,,0,1,1,1,0,0,0,0,很有帮助,正式职业不会选择少数做过的兼职,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,满足自我实现需要（激发潜能，实现自己的价值）
40,M28ADwOL,ve8GO40L,cdm****SgPjC,2022-2-17 16:24,2022-2-17 16:31,377,1,NriUJr,大学生兼职调查,112.96.179.198,113.537359,23.158449,广东省,1,MOBILE,Android,weixin,360px*800px,,女,2,3,广东省，广州市,是,,,,,,,,,,,,,,,,,,,,,6,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,周末,501-1000元,非常不满意,1,1,0,0,1,0,忍气吞声，自认倒霉,0,1,1,1,1,0,0,1,校外,,,,,,,0,0,0,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,二到四个月,与专业的相关性,一线城市,密切密切,5,7,存在较少不公平现象,,,,,,,1,0,1,0,1,0,1,0,很有帮助,正式职业不会选择绝大多数做过的兼职,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
41,7qXdEz6M,5LwDD32e,cdm****alHCG,2022-2-17 16:25,2022-2-17 16:31,341,1,NriUJr,大学生兼职调查,110.7.172.156,118.68774,42.30527,内蒙古自治区,5,MOBILE,Android,Chrome,360px*800px,,男,3,4,内蒙古自治区，赤峰市,是,,,,,,,,,,,,,,,,,,,,,3,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,寒暑假,1001?2000元,非常不满意,0,0,0,0,0,1,,0,0,1,1,0,0,0,1,校外,,,,,,,0,0,1,0,0,0,时间短暂来钱快上手快的兼职,进行过,0,0,1,0,1,0,二到四个月,公司层次和品牌形象,家乡城市,较少联系,,,,,5,5,公平,,,,,,,1,0,0,0,0,0,1,0,有一点帮助,正式职业不会选择绝大多数做过的兼职,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,满足安全需要（工作稳定，很少有焦虑）
42,Lm9qEKOL,JekN2zbL,l**ig,2022-2-17 16:26,2022-2-17 16:30,222,1,NriUJr,大学生兼职调查,39.144.24.110,112.60745,32.977824,河南省,4,MOBILE,Android,Chrome,360px*780px,,男,1,1,河南省，南阳市,是,,,,,,,,,,,,,,,,,,,,,3,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,周末,501-1000元,非常不满意,0,0,0,0,0,1,,0,1,1,0,0,1,0,1,校外,,,,,,,0,1,0,0,1,0,时间短暂来钱快上手快的兼职,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,学校所在城市,较多联系,5,6,存在较少不公平现象,,,,,,,0,1,1,0,0,0,0,0,很有帮助,正式职业不会选择少数做过的兼职,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,满足自我实现需要（激发潜能，实现自己的价值）
43,en9gEDBL,37KOQan7,江*,2022-2-17 16:19,2022-2-17 16:24,283,1,NriUJr,大学生兼职调查,183.217.212.213,116.332574,26.321519,江西省,4,COMPUTER,Windows,Chrome,1280px*720px,,女,2,4,江西省，赣州市,是,,,,,,,,,,,,,,,,,,,,,6,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,周末,1001?2000元,非常不满意,1,1,1,1,0,0,忍气吞声，自认倒霉,0,0,1,1,0,1,0,1,校外,,,,,,,1,0,1,1,1,0,实习、研发等与专业相关、有一定难度的兼职?,准备进行,,,,,,,,,,,一到二个月,实习条件和薪资待遇,学校所在城市,较多联系,5,4,存在较少不公平现象,,,,,,,1,1,1,0,1,0,1,0,有一点帮助,正式职业不会选择少数做过的兼职,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,满足安全需要（工作稳定，很少有焦虑）
